献立日,曜日,小学校献立名,小学校食品名,小学校食品群,エネルギー,たんぱく質
2021/5/6,木,コッペパン,コッペパン,黄,686,27
2021/5/6,木,ぎゅうにゅう,ぎゅうにゅう,赤,,
2021/5/6,木,デミグラスハンバーグ,ハンバーグ,赤,,
2021/5/6,木,デミグラスハンバーグ,さんおんとう,黄,,
2021/5/6,木,デミグラスハンバーグ,デミグラスソース,,,
2021/5/6,木,デミグラスハンバーグ,トマトベースソース,,,
2021/5/6,木,デミグラスハンバーグ,リンゴピューレ,緑,,
2021/5/6,木,デミグラスハンバーグ,スープストック,,,
2021/5/6,木,デミグラスハンバーグ,こしょう,,,
2021/5/6,木,デミグラスハンバーグ,しお,,,
2021/5/6,木,ツナとアスパラのサラダ,ツナ（みずに）,赤,,
2021/5/6,木,ツナとアスパラのサラダ,アスパラガス,緑,,
2021/5/6,木,ツナとアスパラのサラダ,とうもろこし,緑,,
2021/5/6,木,パックマヨネーズ,パックマヨネーズ（ノンエッグ）,黄,,
2021/5/6,木,レタスのスープ,たまねぎ,緑,,
2021/5/6,木,レタスのスープ,にんじん,緑,,
2021/5/6,木,レタスのスープ,レタス,緑,,
2021/5/6,木,レタスのスープ,ニョッキ,黄,,
2021/5/6,木,レタスのスープ,コンソメスープ,,,
2021/5/6,木,レタスのスープ,うすくちしょうゆ,,,
2021/5/6,木,レタスのスープ,こしょう,,,
2021/5/6,木,レタスのスープ,水,,,
2021/5/6,木,ヨーグルト,ヨーグルト,赤,,
2021/5/7,金,わかめごはん,ごはん,黄,621,23.1
2021/5/7,金,わかめごはん,わかめごはんのぐ,赤,,
2021/5/7,金,ぎゅうにゅう,ぎゅうにゅう,赤,,
2021/5/7,金,ぶたにくとたかなのいためもの,ぶたにく,赤,,
2021/5/7,金,ぶたにくとたかなのいためもの,せいしゅ,,,
2021/5/7,金,ぶたにくとたかなのいためもの,ごまあぶら,黄,,
2021/5/7,金,ぶたにくとたかなのいためもの,にんじん,緑,,
2021/5/7,金,ぶたにくとたかなのいためもの,もやし,緑,,
2021/5/7,金,ぶたにくとたかなのいためもの,たかなづけ,緑,,
2021/5/7,金,ぶたにくとたかなのいためもの,しろいりごま,黄,,
2021/5/7,金,ぶたにくとたかなのいためもの,さんおんとう,黄,,
2021/5/7,金,ぶたにくとたかなのいためもの,みりん,,,
2021/5/7,金,ぶたにくとたかなのいためもの,うすくちしょうゆ,,,
2021/5/7,金,すましじる,たまねぎ,緑,,
2021/5/7,金,すましじる,みつば,緑,,
2021/5/7,金,すましじる,とうふ,赤,,
2021/5/7,金,すましじる,えのきたけ,緑,,
2021/5/7,金,すましじる,はなふ,黄,,
2021/5/7,金,すましじる,だしのもと,,,
2021/5/7,金,すましじる,うすくちしょうゆ,,,
2021/5/7,金,すましじる,みりん,,,
2021/5/7,金,すましじる,水,,,
2021/5/7,金,きんときにまめ,きんときにまめ,赤,,
2021/5/10,月,ごはん,ごはん,黄,686,24.8
2021/5/10,月,ぎゅうにゅう,ぎゅうにゅう,赤,,
2021/5/10,月,きびなごのてんぷら（2び）,きびなごのてんぷら,赤,,
2021/5/10,月,きびなごのてんぷら（2び）,こめあぶら,黄,,
2021/5/10,月,ぶたじゃが,ぶたにく,赤,,
2021/5/10,月,ぶたじゃが,にんじん,緑,,
2021/5/10,月,ぶたじゃが,たまねぎ,緑,,
2021/5/10,月,ぶたじゃが,じゃがいも,黄,,
2021/5/10,月,ぶたじゃが,いとこんにゃく,黄,,
2021/5/10,月,ぶたじゃが,さやいんげん,緑,,
2021/5/10,月,ぶたじゃが,こめあぶら,黄,,
2021/5/10,月,ぶたじゃが,だしのもと,,,
2021/5/10,月,ぶたじゃが,せいしゅ,,,
2021/5/10,月,ぶたじゃが,こいくちしょうゆ,,,
2021/5/10,月,ぶたじゃが,ざらめ,黄,,
2021/5/10,月,ぶたじゃが,水,,,
2021/5/10,月,ひじきとだいずのサラダ,ひじき,赤,,
2021/5/10,月,ひじきとだいずのサラダ,だいず,赤,,
2021/5/10,月,ひじきとだいずのサラダ,にんじん,緑,,
2021/5/10,月,ひじきとだいずのサラダ,えだまめ,緑,,
2021/5/10,月,ひじきとだいずのサラダ,こいくちしょうゆ,,,
2021/5/10,月,ひじきとだいずのサラダ,しおドレッシング,黄,,
2021/5/11,火,こめこパン,こめこパン,黄,639,28.2
2021/5/11,火,ぎゅうにゅう,ぎゅうにゅう,赤,,
2021/5/11,火,にくだんご（2こ）,にくだんご,赤,,
2021/5/11,火,もやしとにらのいためもの,もやし,緑,,
2021/5/11,火,もやしとにらのいためもの,にら,緑,,
2021/5/11,火,もやしとにらのいためもの,とうもろこし,緑,,
2021/5/11,火,もやしとにらのいためもの,ブラックペッパー,,,
2021/5/11,火,もやしとにらのいためもの,コンソメスープ,,,
2021/5/11,火,もやしとにらのいためもの,うすくちしょうゆ,,,
2021/5/11,火,もやしとにらのいためもの,こめあぶら,黄,,
2021/5/11,火,あつあげのちゅうかに,ぶたミンチ,赤,,
2021/5/11,火,あつあげのちゅうかに,あつあげ,赤,,
2021/5/11,火,あつあげのちゅうかに,たまねぎ,緑,,
2021/5/11,火,あつあげのちゅうかに,チンゲンサイ,緑,,
2021/5/11,火,あつあげのちゅうかに,たけのこ,緑,,
2021/5/11,火,あつあげのちゅうかに,にんじん,緑,,
2021/5/11,火,あつあげのちゅうかに,おろししょうが,,,
2021/5/11,火,あつあげのちゅうかに,おろしにんにく,,,
2021/5/11,火,あつあげのちゅうかに,こしょう,,,
2021/5/11,火,あつあげのちゅうかに,こいくちしょうゆ,,,
2021/5/11,火,あつあげのちゅうかに,オイスターソース,,,
2021/5/11,火,あつあげのちゅうかに,しお,,,
2021/5/11,火,あつあげのちゅうかに,でんぷん,黄,,
2021/5/11,火,あつあげのちゅうかに,ごまあぶら,黄,,
2021/5/11,火,あつあげのちゅうかに,ちゅうかスープ,,,
2021/5/11,火,あつあげのちゅうかに,水,,,
2021/5/11,火,アセロラゼリー,アセロラゼリー,黄,,
2021/5/12,水,ごはん,ごはん,黄,639,24.9
2021/5/12,水,ぎゅうにゅう,ぎゅうにゅう,赤,,
2021/5/12,水,いわしのしょうがに,いわしのしょうがに,赤,,
2021/5/12,水,れんこんのあまずいため,ベーコン,赤,,
2021/5/12,水,れんこんのあまずいため,れんこん,緑,,
2021/5/12,水,れんこんのあまずいため,にんじん,緑,,
2021/5/12,水,れんこんのあまずいため,こめあぶら,黄,,
2021/5/12,水,れんこんのあまずいため,さんおんとう,黄,,
2021/5/12,水,れんこんのあまずいため,うすくちしょうゆ,,,
2021/5/12,水,れんこんのあまずいため,こめず,,,
2021/5/12,水,ごまじる,うすあげ,赤,,
2021/5/12,水,ごまじる,きりぼしだいこん,緑,,
