献立日,曜日,小学校献立名,小学校食品名,小学校食品群,エネルギー,たんぱく質
2021/3/1,月,ごはん,ごはん,黄,637,23.3
2021/3/1,月,ぎゅうにゅう,ぎゅうにゅう,赤,,
2021/3/1,月,やきにく,ぎゅうにく,赤,,
2021/3/1,月,やきにく,たまねぎ,緑,,
2021/3/1,月,やきにく,さやいんげん,緑,,
2021/3/1,月,やきにく,しろねぎ,緑,,
2021/3/1,月,やきにく,こめあぶら,黄,,
2021/3/1,月,やきにく,おろししょうが,,,
2021/3/1,月,やきにく,おろしにんにく,,,
2021/3/1,月,やきにく,こいくちしょうゆ,,,
2021/3/1,月,やきにく,せいしゅ,,,
2021/3/1,月,やきにく,さんおんとう,黄,,
2021/3/1,月,やきにく,みりん,,,
2021/3/1,月,やきにく,コチュジャン,,,
2021/3/1,月,やきにく,こしょう,,,
2021/3/1,月,やきにく,でんぷん,黄,,
2021/3/1,月,ならのだいこんキムチ,ならのだいこんキムチ,緑,,
2021/3/1,月,ちゅうかスープ,たまねぎ,緑,,
2021/3/1,月,ちゅうかスープ,にんじん,緑,,
2021/3/1,月,ちゅうかスープ,にら,緑,,
2021/3/1,月,ちゅうかスープ,えりんぎ,緑,,
2021/3/1,月,ちゅうかスープ,ごまあぶら,黄,,
2021/3/1,月,ちゅうかスープ,ちゅうかスープ,,,
2021/3/1,月,ちゅうかスープ,うすくちしょうゆ,,,
2021/3/1,月,ちゅうかスープ,せいしゅ,,,
2021/3/1,月,ちゅうかスープ,こしょう,,,
2021/3/1,月,ちゅうかスープ,水,,,
2021/3/1,月,すだちゼリー,すだちゼリー,黄,,
2021/3/2,火,メロンパン,メロンパン,黄,784,24.4
2021/3/2,火,ぎゅうにゅう,ぎゅうにゅう,赤,,
2021/3/2,火,ひきにくとれんこんのチリいため,あいびきミンチ,赤,,
2021/3/2,火,ひきにくとれんこんのチリいため,れんこん,緑,,
2021/3/2,火,ひきにくとれんこんのチリいため,たまねぎ,緑,,
2021/3/2,火,ひきにくとれんこんのチリいため,えだまめ,緑,,
2021/3/2,火,ひきにくとれんこんのチリいため,こめあぶら,黄,,
2021/3/2,火,ひきにくとれんこんのチリいため,あかワイン,,,
2021/3/2,火,ひきにくとれんこんのチリいため,さんおんとう,黄,,
2021/3/2,火,ひきにくとれんこんのチリいため,こしょう,,,
2021/3/2,火,ひきにくとれんこんのチリいため,トマトケチャップ,,,
2021/3/2,火,ひきにくとれんこんのチリいため,しお,,,
2021/3/2,火,ひきにくとれんこんのチリいため,おろしにんにく,,,
2021/3/2,火,ひきにくとれんこんのチリいため,こいくちしょうゆ,,,
2021/3/2,火,ひきにくとれんこんのチリいため,カレーこ,,,
2021/3/2,火,ひきにくとれんこんのチリいため,チリパウダー,,,
2021/3/2,火,ひきにくとれんこんのチリいため,でんぷん,黄,,
2021/3/2,火,ひきにくとれんこんのチリいため,水,,,
2021/3/2,火,レタスのスープ,たまねぎ,緑,,
2021/3/2,火,レタスのスープ,にんじん,緑,,
2021/3/2,火,レタスのスープ,レタス,緑,,
2021/3/2,火,レタスのスープ,とうもろこし,緑,,
2021/3/2,火,レタスのスープ,コンソメスープ,,,
2021/3/2,火,レタスのスープ,うすくちしょうゆ,,,
2021/3/2,火,レタスのスープ,こしょう,,,
2021/3/2,火,レタスのスープ,水,,,
2021/3/2,火,おさかなソーセージ,おさかなソーセージ,赤,,
2021/3/2,火,ヨーグルト,ヨーグルト,赤,,
2021/3/3,水,ちらしずし,ごはん,黄,652,21.1
2021/3/3,水,ちらしずし,ちらしずしのぐ,緑,,
2021/3/3,水,ぎゅうにゅう,ぎゅうにゅう,赤,,
2021/3/3,水,きんしたまご,きんしたまご,赤,,
2021/3/3,水,きりぼしだいこんのにもの,きりぼしだいこん,緑,,
2021/3/3,水,きりぼしだいこんのにもの,にんじん,緑,,
2021/3/3,水,きりぼしだいこんのにもの,さつまあげ,赤,,
2021/3/3,水,きりぼしだいこんのにもの,さんおんとう,黄,,
2021/3/3,水,きりぼしだいこんのにもの,うすくちしょうゆ,,,
2021/3/3,水,きりぼしだいこんのにもの,こいくちしょうゆ,,,
2021/3/3,水,きりぼしだいこんのにもの,みりん,,,
2021/3/3,水,きりぼしだいこんのにもの,だしのもと,,,
2021/3/3,水,きりぼしだいこんのにもの,こめあぶら,黄,,
2021/3/3,水,きりぼしだいこんのにもの,水,,,
2021/3/3,水,すましじる,たまねぎ,緑,,
2021/3/3,水,すましじる,とうふ,赤,,
2021/3/3,水,すましじる,えのきたけ,緑,,
2021/3/3,水,すましじる,にんじん,緑,,
2021/3/3,水,すましじる,わかめ,赤,,
2021/3/3,水,すましじる,はなふ,黄,,
2021/3/3,水,すましじる,だしのもと,,,
2021/3/3,水,すましじる,うすくちしょうゆ,,,
2021/3/3,水,すましじる,みりん,,,
2021/3/3,水,すましじる,水,,,
2021/3/3,水,ひなまつりデザート,ひなまつりデザート,黄,,
2021/3/4,木,コッペパン,コッペパン,黄,655,29.7
2021/3/4,木,ぎゅうにゅう,ぎゅうにゅう,赤,,
2021/3/4,木,いかのカレーあげ,いか,赤,,
2021/3/4,木,いかのカレーあげ,おろししょうが,,,
2021/3/4,木,いかのカレーあげ,こいくちしょうゆ,,,
2021/3/4,木,いかのカレーあげ,せいしゅ,,,
2021/3/4,木,いかのカレーあげ,カレーこ,,,
2021/3/4,木,いかのカレーあげ,でんぷん,黄,,
2021/3/4,木,いかのカレーあげ,こめあぶら,黄,,
2021/3/4,木,さやいんげんとコーンのソテー,さやいんげん,緑,,
2021/3/4,木,さやいんげんとコーンのソテー,とうもろこし,緑,,
2021/3/4,木,さやいんげんとコーンのソテー,ブラックペッパー,,,
2021/3/4,木,さやいんげんとコーンのソテー,コンソメスープ,,,
2021/3/4,木,さやいんげんとコーンのソテー,こめあぶら,黄,,
2021/3/4,木,トマトに,ミートボール,赤,,
2021/3/4,木,トマトに,じゃがいも,黄,,
2021/3/4,木,トマトに,たまねぎ,緑,,
2021/3/4,木,トマトに,キャベツ,緑,,
2021/3/4,木,トマトに,にんじん,緑,,
2021/3/4,木,トマトに,ホールトマト,緑,,
2021/3/4,木,トマトに,えだまめ,緑,,
2021/3/4,木,トマトに,おろしにんにく,,,
2021/3/4,木,トマトに,コンソメスープ,,,
2021/3/4,木,トマトに,スープストック,,,
2021/3/4,木,トマトに,こしょう,,,
2021/3/4,木,トマトに,こめあぶら,黄,,
2021/3/4,木,トマトに,こいくちしょうゆ,,,
2021/3/4,木,トマトに,さんおんとう,黄,,
2021/3/4,木,トマトに,トマトベースソース,,,
2021/3/4,木,トマトに,みりん,,,
2021/3/4,木,トマトに,水,,,
2021/3/5,金,ごはん,ごはん,黄,717,25.6
2021/3/5,金,ぎゅうにゅう,ぎゅうにゅう,赤,,
2021/3/5,金,とりにくのたつたあげ（２こ）,とりにく,赤,,
2021/3/5,金,とりにくのたつたあげ（２こ）,さんおんとう,黄,,
